 0  0  0  2.0810e+21  7.7846e-03  1.1098e-12
 0  1  0  1.8824e+21  7.7821e-03  1.1542e-12
 0  2  0  2.4645e+21  1.3520e-02  1.7444e-12
 0  3  0  1.9642e+21  8.7320e-03  1.2818e-12
 0  0  1  1.7630e+21  6.7034e-03  1.0032e-12
 0  1  1  1.5889e+21  7.6558e-03  1.0205e-12
 0  2  1  2.1171e+21  1.1773e-02  1.6164e-12
 0  3  1  1.6503e+21  8.1456e-03  1.0366e-12
 0  0  2  1.4757e+21  6.2333e-03  8.7240e-13
 0  1  2  1.3344e+21  7.4265e-03  9.0185e-13
 0  2  2  1.7589e+21  9.9676e-03  1.3861e-12
 0  3  2  1.3783e+21  7.3824e-03  9.3550e-13
 0  0  3  1.2486e+21  7.1133e-03  7.5994e-13
 0  1  3  1.1252e+21  5.8440e-03  8.0089e-13
 0  2  3  1.4667e+21  1.0907e-02  1.3117e-12
 0  3  3  1.1457e+21  6.5169e-03  8.2024e-13
 0  0  4  1.0347e+21  6.2337e-03  6.3288e-13
 0  1  4  9.3766e+20  5.4925e-03  6.9783e-13
 0  2  4  1.2245e+21  1.0939e-02  1.1476e-12
 0  3  4  9.5094e+20  7.1734e-03  7.5727e-13
 0  0  5  8.5040e+20  5.0194e-03  6.4193e-13
 0  1  5  7.6292e+20  6.3888e-03  5.8499e-13
 0  2  5  9.9893e+20  1.0435e-02  9.2338e-13
 0  3  5  7.8310e+20  6.1312e-03  5.6307e-13
 0  0  6  6.7131e+20  4.2212e-03  4.9274e-13
 0  1  6  6.1672e+20  5.7236e-03  5.1143e-13
 0  2  6  8.1732e+20  8.5017e-03  7.8773e-13
 0  3  6  6.5409e+20  5.3807e-03  5.4419e-13
 0  0  7  5.3072e+20  3.7546e-03  3.9347e-13
 0  1  7  4.6812e+20  5.0661e-03  4.0971e-13
 0  2  7  6.3009e+20  7.7811e-03  7.1117e-13
 0  3  7  5.0502e+20  4.4525e-03  4.8901e-13
 0  0  8  3.6689e+20  4.5886e-03  3.3199e-13
 0  1  8  3.3737e+20  5.1452e-03  3.5347e-13
 0  2  8  4.4652e+20  7.2797e-03  5.5227e-13
 0  3  8  3.6134e+20  4.4681e-03  3.5134e-13
