 0  0  0  2.4102e+21  1.9306e-02  1.0019e-12
 0  1  0  2.3727e+21  1.9194e-02  1.0045e-12
 0  2  0  2.2568e+21  1.8414e-02  1.1035e-12
 0  3  0  2.3874e+21  1.9804e-02  1.0425e-12
 1  0  0  3.5046e+21  2.5928e-02  1.4519e-12
 1  1  0  3.4144e+21  2.4580e-02  1.6069e-12
 1  2  0  3.0035e+21  2.3596e-02  1.5435e-12
 1  3  0  3.4305e+21  2.6099e-02  1.5919e-12
 2  0  0  4.1747e+21  3.1677e-02  2.0085e-12
 2  1  0  4.3346e+21  3.2958e-02  2.3248e-12
 2  2  0  4.2681e+21  3.3165e-02  2.5307e-12
 2  3  0  4.3302e+21  3.2420e-02  2.2393e-12
 3  0  0  3.5853e+21  2.7277e-02  1.7561e-12
 3  1  0  3.9183e+21  3.0737e-02  2.1529e-12
 3  2  0  4.4876e+21  3.4965e-02  2.6883e-12
 3  3  0  3.9672e+21  3.0101e-02  2.1365e-12
 4  0  0  2.8657e+21  2.0653e-02  1.3999e-12
 4  1  0  3.0429e+21  2.2975e-02  1.6765e-12
 4  2  0  3.8559e+21  2.9499e-02  2.4885e-12
 4  3  0  3.1228e+21  2.4893e-02  1.7917e-12
 0  0  1  2.0084e+21  1.7588e-02  8.5971e-13
 0  1  1  1.9816e+21  1.6683e-02  8.5571e-13
 0  2  1  1.8607e+21  1.7513e-02  8.8996e-13
 0  3  1  1.9777e+21  1.7466e-02  8.7735e-13
 1  0  1  2.9148e+21  2.3815e-02  1.2884e-12
 1  1  1  2.8490e+21  2.4126e-02  1.4045e-12
 1  2  1  2.4927e+21  2.1194e-02  1.3382e-12
 1  3  1  2.8673e+21  2.4289e-02  1.4168e-12
 2  0  1  3.5213e+21  3.0557e-02  1.7074e-12
 2  1  1  3.6856e+21  3.0123e-02  2.0290e-12
 2  2  1  3.5822e+21  2.9927e-02  2.2173e-12
 2  3  1  3.6733e+21  3.0285e-02  1.9651e-12
 3  0  1  3.0320e+21  2.7752e-02  1.6018e-12
 3  1  1  3.3277e+21  2.9552e-02  1.8785e-12
 3  2  1  3.7815e+21  3.4261e-02  2.4255e-12
 3  3  1  3.3340e+21  2.7857e-02  1.8968e-12
 4  0  1  2.4407e+21  2.0108e-02  1.2319e-12
 4  1  1  2.5805e+21  2.1280e-02  1.4536e-12
 4  2  1  3.2589e+21  2.7717e-02  2.1571e-12
 4  3  1  2.6371e+21  2.3005e-02  1.5490e-12
 0  0  2  1.6842e+21  1.6563e-02  7.1005e-13
 0  1  2  1.6458e+21  1.5335e-02  7.2450e-13
 0  2  2  1.5666e+21  1.5191e-02  7.9019e-13
 0  3  2  1.6489e+21  1.5986e-02  8.0895e-13
 1  0  2  2.4279e+21  2.1977e-02  1.1385e-12
 1  1  2  2.3734e+21  2.1688e-02  1.2260e-12
 1  2  2  2.0478e+21  1.9033e-02  1.0926e-12
 1  3  2  2.3669e+21  2.2417e-02  1.1746e-12
 2  0  2  2.9199e+21  2.7343e-02  1.4687e-12
 2  1  2  3.0736e+21  2.8313e-02  1.7957e-12
 2  2  2  2.9839e+21  2.7828e-02  1.9402e-12
 2  3  2  3.0621e+21  2.7584e-02  1.6742e-12
 3  0  2  2.5068e+21  2.5720e-02  1.3735e-12
