 0  0  0  1.2595e+21  7.7391e-03  4.8003e-13
 0  1  0  1.2742e+21  7.9748e-03  5.2288e-13
 0  2  0  1.2618e+21  7.6299e-03  5.0924e-13
 0  3  0  1.2728e+21  7.9240e-03  5.2484e-13
 1  0  0  2.0940e+21  1.1569e-02  9.1805e-13
 1  1  0  2.1369e+21  1.2384e-02  9.3443e-13
 1  2  0  2.1117e+21  1.2508e-02  9.5337e-13
 1  3  0  2.1204e+21  1.2494e-02  9.2837e-13
 2  0  0  2.5062e+21  1.4143e-02  1.0262e-12
 2  1  0  2.5148e+21  1.4971e-02  1.0701e-12
 2  2  0  2.4712e+21  1.4271e-02  1.0499e-12
 2  3  0  2.5136e+21  1.4296e-02  1.0327e-12
 0  0  1  1.0080e+21  6.4344e-03  4.0523e-13
 0  1  1  1.0197e+21  6.8239e-03  4.2404e-13
 0  2  1  1.0081e+21  6.5101e-03  4.1430e-13
 0  3  1  1.0134e+21  6.9394e-03  4.1795e-13
 1  0  1  1.6791e+21  1.0427e-02  7.3955e-13
 1  1  1  1.7003e+21  1.0454e-02  7.8062e-13
 1  2  1  1.6981e+21  1.0527e-02  7.4907e-13
 1  3  1  1.7117e+21  1.0927e-02  7.6298e-13
 2  0  1  2.0118e+21  1.2426e-02  8.4424e-13
 2  1  1  2.0278e+21  1.2974e-02  8.6514e-13
 2  2  1  1.9795e+21  1.2219e-02  8.5134e-13
 2  3  1  2.0178e+21  1.2547e-02  8.5774e-13
 0  0  2  7.8187e+20  5.7957e-03  3.0842e-13
 0  1  2  7.8837e+20  5.7460e-03  3.3203e-13
 0  2  2  7.8512e+20  5.5797e-03  3.2946e-13
 0  3  2  7.9143e+20  5.8049e-03  3.4499e-13
 1  0  2  1.3226e+21  8.7006e-03  5.8861e-13
 1  1  2  1.3244e+21  8.9302e-03  6.0709e-13
 1  2  2  1.3183e+21  8.5602e-03  5.8965e-13
 1  3  2  1.3349e+21  8.9721e-03  5.9964e-13
 2  0  2  1.5761e+21  1.0341e-02  6.7996e-13
 2  1  2  1.5807e+21  1.0695e-02  7.0707e-13
 2  2  2  1.5443e+21  1.0326e-02  6.9606e-13
 2  3  2  1.5785e+21  1.0854e-02  6.8106e-13
 0  0  3  5.7919e+20  4.5109e-03  2.6236e-13
 0  1  3  5.8477e+20  4.6317e-03  2.6353e-13
 0  2  3  5.8329e+20  4.7844e-03  2.4451e-13
 0  3  3  5.9080e+20  4.7528e-03  2.6811e-13
 1  0  3  9.7229e+20  7.0136e-03  4.7114e-13
 1  1  3  9.8477e+20  7.2360e-03  4.7664e-13
 1  2  3  9.8935e+20  6.7513e-03  4.7657e-13
 1  3  3  9.8503e+20  7.1740e-03  4.7618e-13
 2  0  3  1.1746e+21  8.6965e-03  5.2409e-13
 2  1  3  1.1726e+21  8.8271e-03  5.1679e-13
 2  2  3  1.1621e+21  8.1997e-03  5.4667e-13
 2  3  3  1.1886e+21  8.6087e-03  5.2521e-13
 0  0  4  3.8767e+20  3.4586e-03  1.6695e-13
 0  1  4  3.9187e+20  3.4813e-03  1.9772e-13
 0  2  4  3.8843e+20  3.4183e-03  1.8599e-13
 0  3  4  3.9190e+20  3.5804e-03  2.0039e-13
 1  0  4  6.4214e+20  5.1217e-03  2.9179e-13
 1  1  4  6.5456e+20  5.2758e-03  3.2555e-13
 1  2  4  6.5084e+20  5.1338e-03  3.4820e-13
 1  3  4  6.5289e+20  5.1870e-03  3.3830e-13
 2  0  4  7.8380e+20  6.8115e-03  3.9253e-13
 2  1  4  7.8392e+20  6.6952e-03  3.8287e-13
 2  2  4  7.8329e+20  6.1776e-03  3.9225e-13
 2  3  4  7.9461e+20  6.7614e-03  3.9408e-13
